system_id,label,family,weights,role,corpus,n_pages,n_failed,char_accuracy,word_accuracy,fidelity,integrity,efficiency,cer_page,cer_page_lo,cer_page_hi,wer_page,wer_page_lo,wer_page_hi,glyph_f1,punct_kept,caps_kept,numeral_f1,line_recall,real_word_share,efficiency_speed,efficiency_hardware,efficiency_price,s_per_page,hardware_class,price_usd_per_page,price_basis,wh_per_page,wh_basis
gemini-3.5-flash,Gemini 3.5 Flash,vlm_api,closed,lineup,abp,34,0,0.79965820166102,0.5248915513323693,0.6448856566841598,0.7033898305084747,0.5691418298086175,0.20034179833898,0.15326994681397874,0.27105512684898864,0.47510844866763063,0.4186011094983276,0.5418466975840854,0.34986595174262736,0.6535947712418301,0.931196247068022,0.7033898305084747,0.9711846318036286,0.6181474480151229,0.720535816255647,0.1,0.7354956867231758,3.6218325500085484,api,0.006216027681688541,list price,,not measured
gemini-3.5-flash,Gemini 3.5 Flash,vlm_api,closed,lineup,forst,22,0,0.8918614584142269,0.7651865976573141,0.9168713414384543,0.8362068965517241,0.5581986974575865,0.10813854158577309,0.08135800911014246,0.13499449537569655,0.2348134023426859,0.19041606245944978,0.2774589608738197,,0.8431372549019608,0.9906054279749478,0.8362068965517241,0.9258809234507898,0.6451016635859519,0.6986495515535852,0.1,0.7354956867231758,4.0059073161568275,api,0.006216027681688541,list price,,not measured
gemini-3.5-flash,Gemini 3.5 Flash,vlm_api,closed,lineup,humboldt,20,0,0.6849603296366107,0.47057213249384067,0.875351075861311,0.7986577181208053,0.5700750396226825,0.3150396703633893,0.19602049972922528,0.4133338660729032,0.5294278675061593,0.40128412727411006,0.6336494661927097,,0.7977369165487977,0.9529652351738241,0.7986577181208053,0.9828178694158075,0.8003157063930545,0.722402235883777,0.1,0.7354956867231758,3.590835650014924,api,0.006216027681688541,list price,,not measured
gemini-3.5-flash,Gemini 3.5 Flash,vlm_api,closed,lineup,laubmann,10,0,0.9390479876160991,0.8446280991735537,0.9239756863223698,0.8571428571428571,0.44409036955549386,0.06095201238390093,0.05052356500888804,0.07620728680501897,0.15537190082644628,0.12413514194561563,0.20454794438690146,,0.8597997138769671,0.9881516587677726,0.8571428571428571,1.0,0.6378600823045267,0.47043289574939984,0.1,0.7354956867231758,11.458669899962842,api,0.006216027681688541,list price,,not measured
gemini-3.5-flash-think,Gemini 3.5 Flash (thinking low),vlm_api,closed,field,abp,7,0,0.6747022121384005,0.4241545893719807,0.5629469905796498,0.5714285714285713,0.37560325072846834,0.3252977878615995,0.1714846907755262,0.4935657739320102,0.5758454106280193,0.4345986789006414,0.7227876638229965,0.22580645161290322,0.5016611295681063,0.9613733905579399,0.5714285714285713,0.8579234972677595,0.6586206896551724,0.4698210631084797,0.1,0.462770876696914,11.491001300048083,api,0.04089661564339781,list price,,not measured
gemini-3.5-flash-think,Gemini 3.5 Flash (thinking low),vlm_api,closed,field,forst,11,0,0.7649100662669612,0.6603364080303853,0.7993618345958287,0.6847457627118645,0.39419347776173613,0.23508993373303883,0.1178719238613438,0.4084423734130688,0.33966359196961476,0.21930776485437686,0.501397255297511,,0.6130434782608696,0.9856801909307876,0.6847457627118645,0.7652370203160271,0.6206896551724138,0.5070015171750153,0.1,0.462770876696914,9.682710910735686,api,0.04089661564339781,list price,,not measured
gemini-3.5-flash-think,Gemini 3.5 Flash (thinking low),vlm_api,closed,field,humboldt,6,0,0.7396282774643212,0.513,0.8789146385110952,0.8849557522123894,0.36913537898308935,0.26037172253567875,0.12393998695368558,0.33375286041189933,0.487,0.30739180890042117,0.567741935483871,,0.8011363636363636,0.9566929133858267,0.8849557522123894,0.9580838323353293,0.8213166144200627,0.4568853196177217,0.1,0.462770876696914,12.196335450018523,api,0.04089661564339781,list price,,not measured
gemini-3.5-flash-think,Gemini 3.5 Flash (thinking low),vlm_api,closed,field,laubmann,5,0,0.7011019283746556,0.6044905008635579,0.8085609169378802,0.8064516129032258,0.2504614258025504,0.2988980716253444,0.14809662324522574,0.4177342737872463,0.3955094991364421,0.2921597633136095,0.48148148148148145,,0.6387434554973822,0.9783783783783784,0.8064516129032258,0.7290322580645161,0.6091954022988506,0.21953741325664378,0.1,0.462770876696914,36.385234100045636,api,0.04089661564339781,list price,,not measured
gemini-3.8-flash,Gemini 3.8 Flash,vlm_api,closed,field,abp,34,0,0.8282613258177676,0.5399710803552985,0.6445850646821566,0.6666666666666666,0.27557277161645166,0.1717386741822325,0.14465410094430528,0.20159434627650427,0.4600289196447015,0.40926532105650976,0.5097864888580157,0.3928365106874639,0.6303558460421206,0.9105628373168851,0.6666666666666666,0.9797225186766275,0.5247101891397193,0.07173197871631165,0.1,0.8588271290331834,71.86808000001474,api,0.0026516647350566815,list price,,not measured
gemini-3.8-flash,Gemini 3.8 Flash,vlm_api,closed,field,forst,22,2,0.8074473868136989,0.6908199400708254,0.8663761801016703,0.8035320088300221,0.6157872123872425,0.19255261318630115,0.09887933926813866,0.3114763912677793,0.30918005992917463,0.22012251844450625,0.41830508924776877,,0.7450980392156863,0.9876543209876543,0.8035320088300221,0.8456865127582017,0.5795454545454546,0.7521608602578933,0.1,0.8588271290331834,3.1309654806554716,api,0.0026516647350566815,list price,,not measured
